ARHGAP20	-3.85079736377943
MEF2C	-3.66587184317423
KAL1	-3.56443772719157
TGFB2	-3.47808621993618
ACTN2	-3.31769131938856
FAM126A	-3.00458977943125
LMO7	-2.93793483038012
F2R	-2.91751970164828
TNIP1	-2.87281836027224
SH3PXD2A	-2.87198330938273
NFIA	-2.66788643553174
CCSAP	-2.65935132420743
TSPAN5	-2.6537058769458
LONRF1	-2.59189112497825
LMO2	-2.58259987953913
APC	-2.55034701381529
KCNG1	-2.53793097343023
MOXD1	-2.514769951847
PCDH20	-2.50127221272813
ACTR3B	-2.49503423535998
TCF4	-2.46173454664233
SALL3	-2.45192148539806
HS3ST1	-2.45000034323275
EEPD1	-2.44159351177141
NETO2	-2.44013683684213
LHFPL3	-2.41751956662487
ELK1	-2.40808117214003
HTR2A	-2.39746420683556
MOB3B	-2.39303485276897
ZEB1	-2.39054428122256
HOMER1	-2.38791932258279
CAMKV	-2.38160858543377
B3GNT2	-2.37205523256049
EMP1	-2.36695459533035
ZNF286B	-2.35338330433238
PIK3R2	-2.33458625260334
PRKACB	-2.32902891265679
FAM84A	-2.31428687834824
SFRP1	-2.2915364657597
IGSF11	-2.27608948223687
SLC6A11	-2.26313331076889
MFAP3L	-2.25840195181536
BID	-2.23779677976607
DACT1	-2.23321711487944
CDH11	-2.22212827778119
ANKH	-2.21071939755916
OXCT1	-2.2056212022501
PDE4DIP	-2.20545326142308
NCAN	-2.18828076042918
RAB33A	-2.18479114753539
FAM189A1	-2.17491005896102
BHLHE22	-2.17198324741727
CDC42EP3	-2.15804346512385
FUT9	-2.15199063550235
OLFM2	-2.15108033034161
RHOB	-2.14934922096051
PDGFC	-2.14455225717466
LZTS1	-2.14243210238449
PCDH17	-2.13679278626655
LINC00673	-2.09429158547148
CCDC71L	-2.08627693848915
SOX4	-2.07626230768774
PSD3	-2.07590757009349
TRIM9	-2.0623617240771
VCAN	-2.05655168587865
SCRT2	-2.05029203261292
MBNL1-AS1	-2.04785702515953
B3GALT2	-2.0414562818658
